age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration_minutes,campaign,previous,poutcome,y,pdays,Cluster
40,technician,single,tertiary,no,250.0,yes,no,cellular,1,apr,1.78,1,0,unknown,no,-1,1
46,services,married,secondary,no,184.0,yes,no,cellular,1,apr,13.93,1,0,unknown,no,-1,3
33,admin.,single,secondary,no,285.0,yes,no,cellular,1,apr,7.12,1,1,other,no,329,0
40,blue-collar,married,primary,no,442.0,yes,no,cellular,1,apr,3.53,1,0,unknown,no,-1,1
47,blue-collar,married,secondary,no,398.0,yes,yes,cellular,1,apr,4.57,1,2,failure,no,238,0
38,blue-collar,single,tertiary,no,172.0,yes,no,cellular,1,apr,19.6,1,0,unknown,yes,-1,3
27,management,single,tertiary,no,0.0,yes,no,cellular,1,apr,2.07,1,0,unknown,no,-1,1
37,management,married,secondary,no,1180.0,yes,yes,cellular,1,apr,13.1,1,1,other,no,135,3
32,services,single,tertiary,no,1743.0,yes,no,cellular,1,apr,19.27,1,3,other,no,261,3
46,management,divorced,tertiary,no,507.0,yes,no,cellular,1,apr,19.93,1,0,unknown,yes,-1,3
27,technician,single,tertiary,no,393.0,no,no,cellular,1,apr,2.75,2,0,unknown,yes,-1,1
44,services,married,secondary,no,5780.0,yes,no,cellular,1,apr,8.75,2,0,unknown,no,-1,1
54,retired,married,secondary,no,1004.0,yes,no,cellular,1,apr,7.98,1,1,failure,no,307,0
35,technician,married,secondary,no,0.0,no,no,cellular,1,apr,4.92,1,1,other,no,303,0
38,admin.,single,secondary,no,10.0,no,no,cellular,1,apr,1.95,1,0,unknown,no,-1,1
63,self-employed,married,tertiary,no,-39.0,no,no,cellular,1,apr,6.45,2,0,unknown,yes,-1,1
46,self-employed,divorced,tertiary,no,926.0,yes,no,cellular,1,apr,7.72,1,3,failure,no,133,0
49,admin.,married,primary,no,686.0,yes,yes,cellular,1,apr,4.77,2,4,other,no,225,0
34,blue-collar,married,secondary,no,1924.0,yes,yes,cellular,1,apr,2.68,2,1,failure,no,253,0
52,admin.,divorced,secondary,no,1256.0,yes,no,cellular,1,apr,8.3,3,0,unknown,no,-1,1
45,services,divorced,secondary,no,396.0,yes,yes,cellular,1,apr,4.18,4,4,failure,no,329,0
41,blue-collar,married,secondary,no,0.0,yes,no,cellular,1,apr,10.42,2,0,unknown,no,-1,1
58,management,divorced,tertiary,no,315.0,yes,no,cellular,1,apr,2.02,2,2,failure,no,135,1
49,management,divorced,tertiary,no,20727.0,no,no,cellular,1,apr,4.75,3,2,failure,no,132,1
38,blue-collar,single,secondary,no,2422.0,yes,no,cellular,1,apr,4.28,2,0,unknown,no,-1,1
19,student,single,unknown,no,779.0,no,no,cellular,1,apr,3.07,4,0,unknown,yes,-1,1
52,services,married,secondary,no,2070.0,no,no,telephone,1,apr,1.23,3,0,unknown,no,-1,1
37,management,single,tertiary,no,457.0,yes,no,cellular,1,apr,8.5,3,0,unknown,no,-1,1
34,blue-collar,single,secondary,no,13408.0,no,no,cellular,1,apr,10.78,2,0,unknown,no,-1,3
54,management,divorced,tertiary,no,5399.0,no,yes,cellular,2,apr,1.33,3,0,unknown,no,-1,1
34,admin.,married,secondary,no,1474.0,no,no,cellular,2,apr,12.32,2,0,unknown,yes,-1,3
56,management,married,tertiary,no,480.0,yes,no,telephone,2,apr,2.88,2,0,unknown,no,-1,1
38,management,single,unknown,no,715.0,yes,no,cellular,2,apr,15.85,1,3,failure,no,132,3
45,management,married,tertiary,no,753.0,yes,no,cellular,2,apr,47.83,2,0,unknown,no,-1,3
24,blue-collar,married,secondary,no,-220.0,yes,no,cellular,2,apr,1.5,1,0,unknown,no,-1,1
50,management,divorced,tertiary,no,405.0,no,no,cellular,2,apr,1.37,6,0,unknown,no,-1,1
49,admin.,married,secondary,no,182.0,yes,no,cellular,2,apr,5.05,1,2,failure,no,331,0
37,blue-collar,married,secondary,no,0.0,yes,no,cellular,2,apr,7.88,1,0,unknown,no,-1,1
33,blue-collar,married,secondary,no,3576.0,yes,no,cellular,2,apr,2.07,1,2,other,no,308,0
32,admin.,single,secondary,no,471.0,no,yes,cellular,2,apr,4.05,3,0,unknown,yes,-1,1
42,management,married,tertiary,no,2772.0,yes,no,cellular,2,apr,4.07,1,0,unknown,no,-1,1
33,management,single,tertiary,no,3161.0,yes,no,cellular,2,apr,5.22,3,0,unknown,yes,-1,1
52,management,married,tertiary,no,-2712.0,yes,yes,cellular,2,apr,4.22,1,0,unknown,no,-1,1
22,student,single,secondary,no,722.0,yes,no,cellular,2,apr,1.8,1,0,unknown,no,-1,1
45,admin.,single,tertiary,no,1683.0,yes,no,cellular,2,apr,4.62,1,0,unknown,no,-1,1
37,management,single,secondary,no,0.0,yes,yes,cellular,2,apr,7.5,2,0,unknown,no,-1,1
36,technician,married,secondary,no,4613.0,no,no,cellular,2,apr,5.33,1,2,failure,no,134,1
41,services,married,unknown,no,1236.0,yes,no,cellular,2,apr,3.82,2,0,unknown,no,-1,1
23,student,single,secondary,no,165.0,yes,no,cellular,2,apr,2.47,1,0,unknown,no,-1,1
36,technician,married,secondary,no,0.0,no,no,cellular,2,apr,12.47,1,0,unknown,no,-1,3
39,technician,married,secondary,no,508.0,yes,no,cellular,2,apr,9.97,2,5,failure,no,135,0
48,services,married,secondary,no,0.0,yes,no,cellular,2,apr,2.43,1,1,failure,no,267,0
38,blue-collar,married,unknown,no,0.0,yes,no,cellular,2,apr,7.95,2,1,failure,no,267,0
46,self-employed,married,secondary,no,-30.0,yes,yes,cellular,2,apr,2.73,1,2,failure,no,300,0
35,self-employed,married,tertiary,no,560.0,yes,no,cellular,2,apr,0.97,1,1,failure,no,136,1
35,self-employed,married,tertiary,no,1250.0,yes,no,cellular,2,apr,6.02,1,1,other,no,136,1
45,housemaid,married,primary,no,403.0,no,no,cellular,2,apr,2.4,1,0,unknown,no,-1,1
54,admin.,married,secondary,no,1342.0,yes,no,cellular,2,apr,1.33,1,0,unknown,no,-1,1
58,technician,married,secondary,no,1.0,no,no,cellular,2,apr,5.55,1,2,failure,no,64,1
47,blue-collar,married,secondary,no,1612.0,yes,no,cellular,2,apr,19.4,1,0,unknown,yes,-1,3
74,housemaid,married,unknown,no,161.0,no,no,telephone,2,apr,4.0,1,0,unknown,no,-1,1
48,admin.,divorced,secondary,no,4099.0,no,no,cellular,2,apr,6.62,2,0,unknown,yes,-1,1
35,management,single,tertiary,no,4348.0,yes,no,cellular,2,apr,17.9,3,8,failure,no,217,0
39,technician,divorced,tertiary,no,113.0,yes,yes,cellular,2,apr,16.87,2,0,unknown,no,-1,3
67,retired,married,primary,no,4066.0,no,no,cellular,2,apr,1.73,6,0,unknown,no,-1,1
32,admin.,married,tertiary,no,233.0,yes,no,cellular,2,apr,1.28,2,4,failure,no,133,0
30,management,single,tertiary,no,0.0,yes,no,cellular,2,apr,4.88,2,2,failure,no,314,0
34,technician,divorced,secondary,no,705.0,yes,yes,cellular,2,apr,4.15,1,0,unknown,no,-1,1
53,blue-collar,married,primary,no,1409.0,yes,no,cellular,2,apr,7.73,1,1,failure,no,287,0
58,unknown,married,unknown,no,68.0,no,no,cellular,2,apr,4.47,1,0,unknown,yes,-1,1
28,student,single,secondary,no,1350.0,yes,no,cellular,2,apr,2.88,2,0,unknown,no,-1,1
35,admin.,single,secondary,no,663.0,yes,no,cellular,2,apr,5.98,3,0,unknown,no,-1,1
40,services,married,secondary,no,879.0,yes,yes,cellular,2,apr,5.82,3,0,unknown,no,-1,1
40,management,married,primary,no,738.0,yes,yes,cellular,2,apr,6.65,2,3,failure,no,258,0
45,management,married,primary,no,4629.0,no,no,telephone,2,apr,4.75,2,0,unknown,no,-1,1
24,student,single,primary,no,1283.0,no,no,cellular,2,apr,3.75,2,0,unknown,no,-1,1
35,blue-collar,married,secondary,no,2643.0,yes,no,cellular,2,apr,1.6,3,1,other,no,330,0
57,management,married,tertiary,no,1631.0,yes,no,cellular,2,apr,4.23,2,3,failure,no,261,0
30,blue-collar,single,secondary,no,148.0,no,no,cellular,2,apr,3.43,1,0,unknown,no,-1,1
26,student,single,tertiary,no,193.0,no,no,cellular,3,apr,0.8,2,0,unknown,no,-1,1
39,blue-collar,married,primary,no,176.0,yes,yes,cellular,3,apr,3.15,2,0,unknown,no,-1,1
37,management,married,tertiary,no,489.0,yes,no,cellular,3,apr,4.1,2,6,failure,no,133,0
38,technician,married,secondary,no,-421.0,yes,no,cellular,3,apr,3.12,1,5,failure,no,332,0
44,entrepreneur,married,secondary,no,887.0,yes,no,cellular,3,apr,1.55,2,0,unknown,no,-1,1
54,retired,married,primary,no,136.0,yes,no,cellular,3,apr,5.87,1,2,failure,no,332,0
54,entrepreneur,single,tertiary,no,5417.0,yes,no,cellular,3,apr,6.27,1,0,unknown,no,-1,1
46,services,married,unknown,no,854.0,yes,no,cellular,3,apr,7.97,3,0,unknown,no,-1,1
61,technician,married,tertiary,no,0.0,no,no,cellular,3,apr,3.73,1,0,unknown,no,-1,1
56,admin.,married,primary,no,0.0,yes,no,cellular,3,apr,5.88,2,4,failure,no,227,0
50,management,married,tertiary,no,414.0,yes,no,cellular,3,apr,11.78,1,3,failure,yes,302,0
24,services,single,secondary,no,496.0,yes,no,cellular,3,apr,4.95,1,2,failure,no,323,0
39,technician,married,tertiary,no,2869.0,no,no,cellular,3,apr,1.92,1,0,unknown,no,-1,1
42,blue-collar,married,secondary,no,1297.0,yes,no,cellular,3,apr,11.62,2,0,unknown,no,-1,3
35,admin.,married,secondary,no,3187.0,yes,no,cellular,3,apr,7.42,1,3,failure,no,135,0
31,services,single,secondary,no,695.0,yes,no,cellular,3,apr,5.23,1,1,failure,no,318,0
34,blue-collar,single,secondary,yes,-60.0,no,no,cellular,3,apr,1.4,1,1,failure,no,332,0
38,technician,married,secondary,no,275.0,yes,no,cellular,3,apr,4.62,2,1,failure,no,333,0
32,management,divorced,tertiary,no,530.0,yes,no,cellular,3,apr,2.83,1,0,unknown,no,-1,1
42,technician,married,tertiary,no,782.0,no,no,cellular,3,apr,4.75,1,0,unknown,no,-1,1
68,retired,married,secondary,no,3588.0,no,no,telephone,3,apr,1.98,1,0,unknown,no,-1,1
56,retired,married,secondary,no,3948.0,no,no,cellular,3,apr,8.07,1,3,failure,no,135,0
39,management,married,secondary,no,517.0,yes,no,cellular,3,apr,4.0,1,5,failure,no,136,0
73,retired,married,secondary,no,1292.0,no,no,cellular,3,apr,7.0,1,0,unknown,no,-1,1
47,admin.,divorced,secondary,no,0.0,no,no,cellular,3,apr,5.58,1,0,unknown,no,-1,1
51,services,married,secondary,no,657.0,no,no,cellular,3,apr,1.1,2,0,unknown,no,-1,1
26,blue-collar,single,secondary,no,5005.0,no,yes,cellular,3,apr,1.95,1,0,unknown,yes,-1,1
54,management,married,secondary,no,1150.0,no,no,cellular,3,apr,11.0,1,0,unknown,no,-1,3
41,technician,single,secondary,no,-41.0,yes,yes,cellular,3,apr,2.57,1,0,unknown,no,-1,1
39,blue-collar,married,secondary,no,1756.0,yes,no,cellular,3,apr,15.65,1,0,unknown,yes,-1,3
41,management,divorced,tertiary,no,902.0,yes,no,cellular,3,apr,2.23,1,0,unknown,no,-1,1
43,unemployed,married,secondary,no,1943.0,yes,no,cellular,3,apr,4.55,2,2,failure,no,136,1
32,blue-collar,married,secondary,no,824.0,yes,no,cellular,3,apr,4.53,1,0,unknown,no,-1,1
38,technician,married,secondary,no,751.0,yes,no,cellular,3,apr,2.08,1,0,unknown,no,-1,1
39,technician,married,tertiary,no,101.0,no,no,cellular,3,apr,7.35,1,0,unknown,no,-1,1
28,technician,single,tertiary,no,172.0,yes,yes,cellular,3,apr,1.67,14,2,failure,no,60,4
57,blue-collar,married,primary,no,211.0,yes,no,cellular,3,apr,3.98,2,0,unknown,no,-1,1
42,entrepreneur,married,tertiary,no,2249.0,yes,no,telephone,3,apr,6.03,2,6,failure,no,136,0
33,admin.,married,tertiary,no,1636.0,yes,yes,cellular,3,apr,1.75,1,1,failure,no,136,1
44,services,single,secondary,no,862.0,yes,no,cellular,3,apr,9.7,2,0,unknown,no,-1,1
40,services,married,secondary,no,3164.0,yes,no,cellular,3,apr,5.48,2,0,unknown,no,-1,1
36,technician,divorced,secondary,no,666.0,yes,yes,cellular,3,apr,3.17,1,1,other,no,133,1
55,blue-collar,divorced,secondary,no,1613.0,yes,no,cellular,3,apr,4.93,1,3,failure,yes,270,0
44,entrepreneur,single,tertiary,no,1136.0,yes,yes,cellular,3,apr,5.75,2,7,other,no,249,0
37,services,married,secondary,no,749.0,yes,no,cellular,3,apr,2.02,2,0,unknown,no,-1,1
41,blue-collar,married,secondary,no,4910.0,yes,no,cellular,3,apr,18.17,1,0,unknown,no,-1,3
49,technician,married,tertiary,no,523.0,yes,no,cellular,3,apr,3.38,1,2,success,no,31,1
44,blue-collar,married,secondary,no,879.0,yes,no,cellular,3,apr,6.38,1,0,unknown,no,-1,1
41,services,single,secondary,no,-68.0,yes,no,cellular,3,apr,1.67,3,0,unknown,no,-1,1
48,admin.,married,primary,no,4459.0,yes,no,cellular,3,apr,7.32,2,1,failure,no,240,0
39,services,divorced,secondary,no,-152.0,yes,no,cellular,3,apr,2.98,3,0,unknown,no,-1,1
46,technician,divorced,secondary,no,387.0,yes,yes,cellular,3,apr,4.97,1,0,unknown,no,-1,1
46,services,divorced,secondary,no,350.0,yes,no,cellular,3,apr,3.83,1,0,unknown,no,-1,1
40,entrepreneur,married,tertiary,no,2644.0,yes,no,cellular,3,apr,3.92,1,3,failure,no,133,0
44,blue-collar,married,primary,no,612.0,yes,yes,cellular,3,apr,18.18,1,1,failure,no,135,3
39,technician,single,tertiary,no,54.0,yes,no,cellular,3,apr,3.4,2,12,failure,no,248,0
47,management,married,secondary,no,-521.0,yes,no,cellular,3,apr,2.47,2,0,unknown,no,-1,1
39,entrepreneur,married,secondary,no,10200.0,yes,no,cellular,3,apr,0.95,4,0,unknown,no,-1,1
41,self-employed,married,secondary,no,3123.0,yes,no,cellular,3,apr,20.05,2,2,failure,yes,135,3
49,management,married,tertiary,no,596.0,yes,no,cellular,3,apr,9.65,2,0,unknown,no,-1,1
37,admin.,married,secondary,no,1335.0,yes,no,telephone,3,apr,5.15,4,4,other,no,262,0
31,admin.,single,secondary,no,779.0,yes,yes,cellular,3,apr,3.65,2,0,unknown,no,-1,1
50,management,married,tertiary,no,101.0,yes,no,cellular,6,apr,0.72,2,1,failure,no,326,0
37,management,married,primary,no,3953.0,yes,no,cellular,6,apr,10.17,2,1,failure,no,138,3
29,technician,single,unknown,no,1729.0,yes,no,cellular,6,apr,7.98,1,0,unknown,no,-1,1
42,admin.,single,tertiary,no,473.0,yes,no,cellular,6,apr,8.23,1,0,unknown,no,-1,1
43,management,divorced,tertiary,no,20.0,no,no,cellular,6,apr,9.83,2,2,failure,no,255,0
46,admin.,single,secondary,no,1070.0,yes,no,cellular,6,apr,3.23,2,0,unknown,no,-1,1
29,technician,married,secondary,no,-547.0,yes,yes,cellular,6,apr,3.75,1,0,unknown,no,-1,1
40,management,married,tertiary,no,285.0,yes,no,cellular,6,apr,5.37,1,3,success,no,265,0
54,entrepreneur,divorced,unknown,no,4736.0,yes,no,telephone,6,apr,7.92,6,5,failure,yes,307,0
34,technician,single,secondary,no,2729.0,yes,no,cellular,6,apr,15.75,1,1,success,no,139,3
38,services,married,secondary,no,968.0,yes,no,cellular,6,apr,4.53,1,0,unknown,no,-1,1
37,blue-collar,divorced,secondary,no,811.0,yes,yes,cellular,6,apr,3.08,3,0,unknown,no,-1,1
36,blue-collar,married,secondary,no,382.0,yes,no,cellular,6,apr,4.23,1,0,unknown,no,-1,1
63,retired,married,secondary,no,2030.0,no,no,cellular,6,apr,1.02,6,0,unknown,no,-1,1
24,student,single,secondary,no,1684.0,no,no,cellular,6,apr,1.87,4,0,unknown,no,-1,1
35,blue-collar,married,secondary,no,270.0,yes,yes,cellular,6,apr,5.53,2,1,failure,no,335,0
38,admin.,married,secondary,no,1280.0,yes,no,cellular,6,apr,15.27,1,0,unknown,no,-1,3
45,blue-collar,married,secondary,no,-73.0,yes,no,cellular,6,apr,9.18,3,9,failure,no,313,0
33,technician,single,tertiary,no,127.0,yes,no,cellular,6,apr,9.72,2,17,failure,yes,222,0
38,technician,married,tertiary,no,1997.0,yes,no,cellular,6,apr,1.5,10,0,unknown,no,-1,1
26,student,single,tertiary,no,1804.0,no,no,cellular,6,apr,2.6,2,0,unknown,no,-1,1
44,blue-collar,married,secondary,no,8666.0,no,no,telephone,6,apr,2.87,1,0,unknown,no,-1,1
42,management,single,tertiary,no,11891.0,no,no,cellular,6,apr,2.63,1,0,unknown,yes,-1,1
41,blue-collar,married,secondary,no,523.0,yes,no,cellular,6,apr,3.87,3,0,unknown,no,-1,1
36,blue-collar,married,secondary,no,2454.0,yes,no,cellular,6,apr,30.98,1,0,unknown,no,-1,3
38,technician,single,secondary,no,12926.0,yes,no,cellular,6,apr,4.52,2,1,failure,no,307,0
34,management,single,tertiary,no,7263.0,yes,no,telephone,6,apr,1.43,1,0,unknown,no,-1,1
34,admin.,single,secondary,no,266.0,yes,no,cellular,6,apr,7.28,2,0,unknown,no,-1,1
32,services,married,secondary,no,393.0,no,no,cellular,6,apr,3.52,2,2,failure,no,266,0
27,unemployed,single,secondary,no,1972.0,no,no,cellular,6,apr,1.62,1,0,unknown,no,-1,1
47,admin.,single,secondary,no,1544.0,yes,no,cellular,6,apr,1.73,1,1,failure,no,312,0
50,blue-collar,married,primary,no,4979.0,no,no,telephone,6,apr,3.0,1,0,unknown,yes,-1,1
45,blue-collar,married,secondary,no,146.0,yes,yes,cellular,6,apr,4.9,1,15,failure,no,305,0
41,blue-collar,married,secondary,no,790.0,yes,no,cellular,6,apr,2.88,1,0,unknown,no,-1,1
35,management,single,tertiary,no,694.0,yes,no,cellular,6,apr,2.15,1,0,unknown,no,-1,1
59,blue-collar,married,secondary,no,135.0,yes,no,cellular,6,apr,3.28,1,0,unknown,no,-1,1
39,management,single,tertiary,no,2651.0,no,no,cellular,6,apr,2.32,2,5,other,no,136,0
35,technician,married,secondary,no,0.0,yes,no,cellular,6,apr,2.32,1,0,unknown,no,-1,1
44,management,married,secondary,no,8262.0,yes,no,cellular,6,apr,2.5,1,16,failure,no,257,0
77,retired,married,tertiary,no,0.0,no,no,cellular,6,apr,3.17,1,0,unknown,no,-1,1
33,blue-collar,married,secondary,no,1101.0,yes,no,cellular,6,apr,6.65,2,0,unknown,no,-1,1
33,admin.,married,secondary,no,796.0,yes,no,telephone,6,apr,3.6,1,0,unknown,no,-1,1
40,management,married,secondary,no,754.0,no,yes,cellular,6,apr,10.58,1,0,unknown,yes,-1,3
30,technician,single,secondary,no,10152.0,yes,no,cellular,6,apr,18.47,2,1,failure,no,270,3
44,blue-collar,married,secondary,no,545.0,yes,no,cellular,6,apr,2.03,3,1,failure,no,136,1
35,technician,married,secondary,no,5553.0,yes,no,cellular,6,apr,6.18,3,7,failure,no,136,0
31,services,married,secondary,no,1062.0,yes,yes,cellular,6,apr,3.83,1,0,unknown,no,-1,1
57,technician,married,secondary,no,1144.0,yes,no,cellular,6,apr,0.68,2,0,unknown,no,-1,1
36,self-employed,married,secondary,no,1184.0,yes,no,cellular,6,apr,17.72,1,0,unknown,yes,-1,3
40,admin.,single,secondary,no,462.0,yes,yes,cellular,6,apr,4.53,1,4,other,no,335,0
32,technician,single,tertiary,no,948.0,yes,no,cellular,6,apr,3.72,2,0,unknown,no,-1,1
40,blue-collar,married,primary,no,2133.0,yes,yes,cellular,6,apr,6.28,3,1,failure,no,325,0
37,admin.,married,secondary,no,1207.0,yes,no,telephone,6,apr,22.55,2,2,success,yes,138,3
44,blue-collar,single,secondary,no,712.0,yes,yes,cellular,6,apr,12.33,3,0,unknown,yes,-1,3
37,technician,single,tertiary,no,3943.0,no,no,cellular,6,apr,18.97,2,1,failure,yes,138,3
59,services,married,primary,no,1562.0,yes,no,telephone,6,apr,7.85,2,1,other,no,270,0
42,blue-collar,married,primary,no,574.0,yes,no,cellular,6,apr,5.95,2,2,failure,no,327,0
41,blue-collar,married,secondary,no,0.0,yes,no,cellular,6,apr,2.75,4,0,unknown,no,-1,1
44,blue-collar,married,secondary,no,647.0,yes,no,cellular,6,apr,4.6,2,0,unknown,no,-1,1
46,admin.,single,secondary,no,757.0,yes,yes,cellular,6,apr,5.7,3,3,failure,no,256,0
33,admin.,single,secondary,no,2554.0,yes,no,telephone,6,apr,2.08,3,15,failure,no,249,0
41,admin.,divorced,secondary,no,270.0,yes,no,cellular,6,apr,2.38,1,1,failure,no,336,0
36,technician,married,secondary,no,0.0,yes,no,cellular,6,apr,9.72,3,2,other,no,335,0
63,retired,married,secondary,no,2734.0,no,no,cellular,7,apr,1.2,5,0,unknown,no,-1,1
30,blue-collar,single,tertiary,no,297.0,no,no,cellular,7,apr,7.75,4,0,unknown,yes,-1,1
38,management,divorced,tertiary,no,714.0,yes,no,cellular,7,apr,2.72,2,0,unknown,no,-1,1
65,retired,married,primary,no,3713.0,no,no,cellular,7,apr,0.72,3,0,unknown,no,-1,1
38,admin.,married,secondary,no,271.0,no,no,cellular,7,apr,1.0,3,0,unknown,no,-1,1
38,unemployed,married,tertiary,no,2012.0,no,no,cellular,7,apr,5.92,3,0,unknown,no,-1,1
26,self-employed,single,secondary,no,3676.0,no,no,cellular,7,apr,2.47,1,0,unknown,yes,-1,1
42,blue-collar,married,secondary,no,349.0,yes,no,cellular,7,apr,3.77,2,0,unknown,no,-1,1
33,management,single,tertiary,no,561.0,no,no,cellular,7,apr,1.73,1,0,unknown,no,-1,1
35,technician,single,primary,no,744.0,yes,no,cellular,7,apr,18.27,1,0,unknown,no,-1,3
46,admin.,divorced,secondary,no,1198.0,yes,yes,cellular,7,apr,13.95,1,1,other,no,307,0
41,technician,married,secondary,no,2185.0,yes,no,cellular,7,apr,2.62,4,4,other,no,309,0
33,services,married,secondary,no,387.0,yes,no,cellular,7,apr,5.45,2,2,failure,no,138,0
31,blue-collar,single,secondary,no,823.0,yes,yes,cellular,7,apr,3.47,1,0,unknown,no,-1,1
43,blue-collar,married,secondary,no,902.0,yes,no,cellular,7,apr,1.52,1,1,failure,no,328,0
33,management,married,tertiary,no,663.0,yes,no,cellular,7,apr,6.35,1,4,failure,no,243,0
36,blue-collar,single,secondary,no,3508.0,yes,no,cellular,7,apr,3.05,1,3,failure,no,266,0
36,admin.,married,secondary,no,39.0,yes,no,cellular,7,apr,3.23,2,0,unknown,no,-1,1
36,admin.,married,secondary,no,1588.0,yes,no,cellular,7,apr,1.72,1,0,unknown,no,-1,1
31,management,married,secondary,no,625.0,yes,no,cellular,7,apr,7.07,1,1,failure,no,138,1
40,admin.,single,secondary,no,963.0,yes,no,cellular,7,apr,7.98,1,0,unknown,no,-1,1
45,entrepreneur,single,primary,no,0.0,no,no,cellular,7,apr,5.9,1,0,unknown,no,-1,1
40,admin.,single,unknown,no,355.0,yes,no,cellular,7,apr,5.75,2,6,other,no,138,0
33,blue-collar,single,secondary,no,706.0,yes,no,cellular,7,apr,5.48,1,1,failure,no,322,0
53,blue-collar,divorced,secondary,no,1912.0,yes,yes,cellular,7,apr,3.5,1,2,failure,no,253,0
36,management,single,tertiary,no,11767.0,yes,no,cellular,7,apr,3.77,1,0,unknown,no,-1,1
40,admin.,married,secondary,no,2591.0,yes,yes,cellular,7,apr,6.48,1,2,other,no,266,0
43,entrepreneur,married,tertiary,no,903.0,yes,no,cellular,7,apr,3.28,1,0,unknown,no,-1,1
38,technician,single,secondary,no,0.0,yes,no,cellular,7,apr,3.27,2,0,unknown,no,-1,1
46,technician,married,secondary,no,138.0,yes,no,cellular,7,apr,3.77,2,0,unknown,no,-1,1
36,services,married,secondary,no,3740.0,yes,no,cellular,7,apr,4.23,1,0,unknown,no,-1,1
47,unemployed,married,secondary,no,817.0,no,no,cellular,7,apr,12.02,4,0,unknown,yes,-1,3
32,blue-collar,married,secondary,no,897.0,yes,no,cellular,7,apr,4.88,3,2,failure,no,322,0
33,management,married,tertiary,no,0.0,yes,no,cellular,7,apr,6.1,1,0,unknown,no,-1,1
53,blue-collar,married,primary,no,53.0,yes,no,cellular,7,apr,3.47,1,1,failure,no,140,1
47,unemployed,married,primary,no,2290.0,yes,no,cellular,7,apr,4.57,1,0,unknown,no,-1,1
56,management,married,tertiary,no,167.0,yes,no,telephone,7,apr,3.15,1,0,unknown,no,-1,1
44,unemployed,divorced,secondary,no,522.0,no,no,cellular,7,apr,6.85,1,0,unknown,no,-1,1
29,self-employed,single,tertiary,no,1457.0,yes,no,cellular,7,apr,1.48,1,1,other,no,314,0
35,entrepreneur,married,tertiary,no,1859.0,yes,no,cellular,7,apr,2.62,1,2,failure,no,267,0
53,blue-collar,married,secondary,no,2531.0,yes,no,cellular,7,apr,6.88,1,0,unknown,no,-1,1
46,blue-collar,single,tertiary,no,283.0,no,no,cellular,7,apr,4.98,1,0,unknown,yes,-1,1
50,services,single,secondary,no,1716.0,yes,no,cellular,7,apr,4.53,1,0,unknown,no,-1,1
31,blue-collar,married,primary,no,1601.0,no,no,cellular,7,apr,10.25,1,3,failure,no,137,0
37,technician,divorced,tertiary,no,1174.0,yes,no,cellular,7,apr,7.27,1,2,failure,no,140,0
38,services,single,secondary,no,167.0,yes,no,cellular,7,apr,4.25,2,0,unknown,no,-1,1
41,services,married,secondary,no,446.0,yes,no,cellular,7,apr,1.55,3,2,failure,no,140,1
27,admin.,single,tertiary,no,2068.0,no,no,cellular,7,apr,0.82,2,0,unknown,no,-1,1
56,technician,married,primary,no,1232.0,no,no,cellular,7,apr,0.73,1,0,unknown,no,-1,1
39,blue-collar,single,primary,no,581.0,yes,no,cellular,7,apr,10.33,1,2,success,no,39,3
48,services,married,secondary,no,665.0,yes,no,cellular,7,apr,4.52,2,3,failure,no,230,0
42,technician,divorced,primary,no,5076.0,yes,no,cellular,7,apr,1.65,1,2,other,no,251,0
71,retired,married,secondary,no,951.0,no,yes,cellular,7,apr,1.38,1,0,unknown,no,-1,1
35,management,married,tertiary,no,0.0,yes,no,cellular,7,apr,2.32,1,2,other,no,243,0
33,blue-collar,married,primary,no,1064.0,yes,no,cellular,7,apr,5.18,1,1,failure,no,330,0
33,blue-collar,married,secondary,no,1130.0,yes,no,cellular,7,apr,17.72,1,0,unknown,no,-1,3
35,management,single,tertiary,no,714.0,yes,no,cellular,7,apr,4.38,2,22,failure,no,224,0
43,technician,single,secondary,no,4990.0,yes,no,cellular,7,apr,0.97,1,10,failure,no,228,0
33,services,married,secondary,no,0.0,yes,yes,cellular,7,apr,8.12,1,0,unknown,no,-1,1
28,technician,single,secondary,no,922.0,yes,no,cellular,7,apr,5.07,1,0,unknown,no,-1,1
24,admin.,single,secondary,no,5.0,no,no,cellular,7,apr,1.1,1,1,failure,no,330,0
49,entrepreneur,divorced,tertiary,no,1342.0,yes,yes,cellular,7,apr,4.22,1,1,failure,no,140,1
36,services,married,secondary,no,1746.0,yes,no,cellular,7,apr,0.25,1,1,failure,no,316,0
39,management,married,tertiary,no,416.0,yes,no,cellular,7,apr,2.42,1,0,unknown,no,-1,1
36,admin.,divorced,secondary,no,356.0,yes,no,cellular,7,apr,4.07,3,1,failure,no,313,0
50,blue-collar,married,secondary,no,2320.0,yes,no,cellular,7,apr,5.17,1,0,unknown,no,-1,1
20,student,single,unknown,no,8860.0,no,no,cellular,7,apr,1.63,2,0,unknown,no,-1,1
25,admin.,single,secondary,no,82.0,no,yes,cellular,7,apr,1.73,2,0,unknown,yes,-1,1
31,student,single,secondary,no,735.0,no,no,cellular,7,apr,1.47,3,1,other,no,322,0
39,technician,divorced,secondary,no,17441.0,yes,yes,cellular,7,apr,0.02,1,0,unknown,no,-1,1
